#separator:,
#html:true
#if matches:keep current
#notetype:Spanish Conjugation
#deck:Spanish::conjugación
#columns:question,infinitivo,polski,english,person,case,conj_espanol,conj_polski,irregular,hint
"llover, vs, presente progresivo",llover,padać,to rain,vs,presente_progresivo,estáis lloviendo,,False,
"llover, ellos, presente progresivo",llover,padać,to rain,ellos,presente_progresivo,están lloviendo,,False,
"llover, yo, pretérito imperfecto",llover,padać,to rain,yo,pret_imperfecto,llovía,,False,
"llover, tú, pretérito imperfecto",llover,padać,to rain,tu,pret_imperfecto,llovías,,False,
"llover, él, pretérito imperfecto",llover,padać,to rain,el,pret_imperfecto,llovía,,False,
"llover, ns, pretérito imperfecto",llover,padać,to rain,ns,pret_imperfecto,llovíamos,,False,
"llover, vs, pretérito imperfecto",llover,padać,to rain,vs,pret_imperfecto,llovíais,,False,
"llover, ellos, pretérito imperfecto",llover,padać,to rain,ellos,pret_imperfecto,llovían,,False,
"llover, tú, imperativo",llover,padać,to rain,tu,imperativo,ll<em>ue</em>ve,,True,
"llover, usted, imperativo",llover,padać,to rain,ud,imperativo,ll<em>ue</em>va,,True,
"llover, ns, imperativo",llover,padać,to rain,ns,imperativo,llovamos,,False,
"llover, vs, imperativo",llover,padać,to rain,vs,imperativo,lloved,,False,
"llover, ustedes, imperativo",llover,padać,to rain,uds,imperativo,ll<em>ue</em>van,,True,
"medir, yo, presente",medir,mierzyć,to measure,yo,presente,m<em>i</em>do,,True,
"medir, tú, presente",medir,mierzyć,to measure,tu,presente,m<em>i</em>des,,True,
"medir, él, presente",medir,mierzyć,to measure,el,presente,m<em>i</em>de,,True,
"medir, ns, presente",medir,mierzyć,to measure,ns,presente,medimos,,False,
"medir, vs, presente",medir,mierzyć,to measure,vs,presente,medís,,False,
"medir, ellos, presente",medir,mierzyć,to measure,ellos,presente,m<em>i</em>den,,True,
"medir, yo, pret. indefinido",medir,mierzyć,to measure,yo,pret_indefinido,medí,,False,
"medir, tú, pret. indefinido",medir,mierzyć,to measure,tu,pret_indefinido,mediste,,False,
"medir, él, pret. indefinido",medir,mierzyć,to measure,el,pret_indefinido,m<em>i</em>dió,,True,
"medir, ns, pret. indefinido",medir,mierzyć,to measure,ns,pret_indefinido,medimos,,False,
"medir, vs, pret. indefinido",medir,mierzyć,to measure,vs,pret_indefinido,medisteis,,False,
"medir, ellos, pret. indefinido",medir,mierzyć,to measure,ellos,pret_indefinido,m<em>i</em>dieron,,True,
"medir, yo, pret. perfecto",medir,mierzyć,to measure,yo,pret_perfecto,he medido,,False,
"medir, tú, pret. perfecto",medir,mierzyć,to measure,tu,pret_perfecto,has medido,,False,
"medir, él, pret. perfecto",medir,mierzyć,to measure,el,pret_perfecto,ha medido,,False,
"medir, ns, pret. perfecto",medir,mierzyć,to measure,ns,pret_perfecto,hemos medido,,False,
"medir, vs, pret. perfecto",medir,mierzyć,to measure,vs,pret_perfecto,habéis medido,,False,
"medir, ellos, pret. perfecto",medir,mierzyć,to measure,ellos,pret_perfecto,han medido,,False,
"medir, yo, presente progresivo",medir,mierzyć,to measure,yo,presente_progresivo,estoy m<em>i</em>diendo,,True,
"medir, tú, presente progresivo",medir,mierzyć,to measure,tu,presente_progresivo,estás m<em>i</em>diendo,,True,
"medir, él, presente progresivo",medir,mierzyć,to measure,el,presente_progresivo,está m<em>i</em>diendo,,True,
"medir, ns, presente progresivo",medir,mierzyć,to measure,ns,presente_progresivo,estamos m<em>i</em>diendo,,True,
"medir, vs, presente progresivo",medir,mierzyć,to measure,vs,presente_progresivo,estáis m<em>i</em>diendo,,True,
"medir, ellos, presente progresivo",medir,mierzyć,to measure,ellos,presente_progresivo,están m<em>i</em>diendo,,True,
"medir, yo, pretérito imperfecto",medir,mierzyć,to measure,yo,pret_imperfecto,medía,,False,
"medir, tú, pretérito imperfecto",medir,mierzyć,to measure,tu,pret_imperfecto,medías,,False,
"medir, él, pretérito imperfecto",medir,mierzyć,to measure,el,pret_imperfecto,medía,,False,
"medir, ns, pretérito imperfecto",medir,mierzyć,to measure,ns,pret_imperfecto,medíamos,,False,
"medir, vs, pretérito imperfecto",medir,mierzyć,to measure,vs,pret_imperfecto,medíais,,False,
"medir, ellos, pretérito imperfecto",medir,mierzyć,to measure,ellos,pret_imperfecto,medían,,False,
"medir, tú, imperativo",medir,mierzyć,to measure,tu,imperativo,m<em>i</em>de,,True,
"medir, usted, imperativo",medir,mierzyć,to measure,ud,imperativo,m<em>i</em>da,,True,
"medir, ns, imperativo",medir,mierzyć,to measure,ns,imperativo,m<em>i</em>damos,,True,
"medir, vs, imperativo",medir,mierzyć,to measure,vs,imperativo,medid,,False,
"medir, ustedes, imperativo",medir,mierzyć,to measure,uds,imperativo,m<em>i</em>dan,,True,
"morir, yo, presente",morir,umrzeć,to die,yo,presente,m<em>ue</em>ro,,True,
"morir, tú, presente",morir,umrzeć,to die,tu,presente,m<em>ue</em>res,,True,
"morir, él, presente",morir,umrzeć,to die,el,presente,m<em>ue</em>re,,True,
"morir, ns, presente",morir,umrzeć,to die,ns,presente,morimos,,False,
"morir, vs, presente",morir,umrzeć,to die,vs,presente,morís,,False,
"morir, ellos, presente",morir,umrzeć,to die,ellos,presente,m<em>ue</em>ren,,True,
"morir, yo, pret. indefinido",morir,umrzeć,to die,yo,pret_indefinido,morí,,False,
"morir, tú, pret. indefinido",morir,umrzeć,to die,tu,pret_indefinido,moriste,,False,
"morir, él, pret. indefinido",morir,umrzeć,to die,el,pret_indefinido,m<em>u</em>rió,,True,
"morir, ns, pret. indefinido",morir,umrzeć,to die,ns,pret_indefinido,morimos,,False,
"morir, vs, pret. indefinido",morir,umrzeć,to die,vs,pret_indefinido,moristeis,,False,
"morir, ellos, pret. indefinido",morir,umrzeć,to die,ellos,pret_indefinido,m<em>u</em>rieron,,True,
"morir, yo, pret. perfecto",morir,umrzeć,to die,yo,pret_perfecto,he m<em>uert</em>o,,True,
"morir, tú, pret. perfecto",morir,umrzeć,to die,tu,pret_perfecto,has m<em>uert</em>o,,True,
"morir, él, pret. perfecto",morir,umrzeć,to die,el,pret_perfecto,ha m<em>uert</em>o,,True,
"morir, ns, pret. perfecto",morir,umrzeć,to die,ns,pret_perfecto,hemos m<em>uert</em>o,,True,
"morir, vs, pret. perfecto",morir,umrzeć,to die,vs,pret_perfecto,habéis m<em>uert</em>o,,True,
"morir, ellos, pret. perfecto",morir,umrzeć,to die,ellos,pret_perfecto,han m<em>uert</em>o,,True,
"morir, yo, presente progresivo",morir,umrzeć,to die,yo,presente_progresivo,estoy m<em>u</em>riendo,,True,
"morir, tú, presente progresivo",morir,umrzeć,to die,tu,presente_progresivo,estás m<em>u</em>riendo,,True,
"morir, él, presente progresivo",morir,umrzeć,to die,el,presente_progresivo,está m<em>u</em>riendo,,True,
"morir, ns, presente progresivo",morir,umrzeć,to die,ns,presente_progresivo,estamos m<em>u</em>riendo,,True,
"morir, vs, presente progresivo",morir,umrzeć,to die,vs,presente_progresivo,estáis m<em>u</em>riendo,,True,
"morir, ellos, presente progresivo",morir,umrzeć,to die,ellos,presente_progresivo,están m<em>u</em>riendo,,True,
"morir, yo, pretérito imperfecto",morir,umrzeć,to die,yo,pret_imperfecto,moría,,False,
"morir, tú, pretérito imperfecto",morir,umrzeć,to die,tu,pret_imperfecto,morías,,False,
"morir, él, pretérito imperfecto",morir,umrzeć,to die,el,pret_imperfecto,moría,,False,
"morir, ns, pretérito imperfecto",morir,umrzeć,to die,ns,pret_imperfecto,moríamos,,False,
"morir, vs, pretérito imperfecto",morir,umrzeć,to die,vs,pret_imperfecto,moríais,,False,
"morir, ellos, pretérito imperfecto",morir,umrzeć,to die,ellos,pret_imperfecto,morían,,False,
"morir, tú, imperativo",morir,umrzeć,to die,tu,imperativo,m<em>ue</em>re,,True,
"morir, usted, imperativo",morir,umrzeć,to die,ud,imperativo,m<em>ue</em>ra,,True,
"morir, ns, imperativo",morir,umrzeć,to die,ns,imperativo,m<em>u</em>ramos,,True,
"morir, vs, imperativo",morir,umrzeć,to die,vs,imperativo,morid,,False,
"morir, ustedes, imperativo",morir,umrzeć,to die,uds,imperativo,m<em>ue</em>ran,,True,
"mostrar, yo, presente",mostrar,pokazywać,to show,yo,presente,m<em>ue</em>stro,,True,
"mostrar, tú, presente",mostrar,pokazywać,to show,tu,presente,m<em>ue</em>stras,,True,
"mostrar, él, presente",mostrar,pokazywać,to show,el,presente,m<em>ue</em>stra,,True,
"mostrar, ns, presente",mostrar,pokazywać,to show,ns,presente,mostramos,,False,
"mostrar, vs, presente",mostrar,pokazywać,to show,vs,presente,mostráis,,False,
"mostrar, ellos, presente",mostrar,pokazywać,to show,ellos,presente,m<em>ue</em>stran,,True,
"mostrar, yo, pret. indefinido",mostrar,pokazywać,to show,yo,pret_indefinido,mostré,,False,
"mostrar, tú, pret. indefinido",mostrar,pokazywać,to show,tu,pret_indefinido,mostraste,,False,
"mostrar, él, pret. indefinido",mostrar,pokazywać,to show,el,pret_indefinido,mostró,,False,
"mostrar, ns, pret. indefinido",mostrar,pokazywać,to show,ns,pret_indefinido,mostramos,,False,
"mostrar, vs, pret. indefinido",mostrar,pokazywać,to show,vs,pret_indefinido,mostrasteis,,False,
"mostrar, ellos, pret. indefinido",mostrar,pokazywać,to show,ellos,pret_indefinido,mostraron,,False,
"mostrar, yo, pret. perfecto",mostrar,pokazywać,to show,yo,pret_perfecto,he mostrado,,False,
"mostrar, tú, pret. perfecto",mostrar,pokazywać,to show,tu,pret_perfecto,has mostrado,,False,
"mostrar, él, pret. perfecto",mostrar,pokazywać,to show,el,pret_perfecto,ha mostrado,,False,
"mostrar, ns, pret. perfecto",mostrar,pokazywać,to show,ns,pret_perfecto,hemos mostrado,,False,
"mostrar, vs, pret. perfecto",mostrar,pokazywać,to show,vs,pret_perfecto,habéis mostrado,,False,
"mostrar, ellos, pret. perfecto",mostrar,pokazywać,to show,ellos,pret_perfecto,han mostrado,,False,
"mostrar, yo, presente progresivo",mostrar,pokazywać,to show,yo,presente_progresivo,estoy mostrando,,False,
"mostrar, tú, presente progresivo",mostrar,pokazywać,to show,tu,presente_progresivo,estás mostrando,,False,
"mostrar, él, presente progresivo",mostrar,pokazywać,to show,el,presente_progresivo,está mostrando,,False,
"mostrar, ns, presente progresivo",mostrar,pokazywać,to show,ns,presente_progresivo,estamos mostrando,,False,
"mostrar, vs, presente progresivo",mostrar,pokazywać,to show,vs,presente_progresivo,estáis mostrando,,False,
"mostrar, ellos, presente progresivo",mostrar,pokazywać,to show,ellos,presente_progresivo,están mostrando,,False,
"mostrar, yo, pretérito imperfecto",mostrar,pokazywać,to show,yo,pret_imperfecto,mostraba,,False,
"mostrar, tú, pretérito imperfecto",mostrar,pokazywać,to show,tu,pret_imperfecto,mostrabas,,False,
"mostrar, él, pretérito imperfecto",mostrar,pokazywać,to show,el,pret_imperfecto,mostraba,,False,
"mostrar, ns, pretérito imperfecto",mostrar,pokazywać,to show,ns,pret_imperfecto,mostrábamos,,False,
"mostrar, vs, pretérito imperfecto",mostrar,pokazywać,to show,vs,pret_imperfecto,mostrabais,,False,
"mostrar, ellos, pretérito imperfecto",mostrar,pokazywać,to show,ellos,pret_imperfecto,mostraban,,False,
"mostrar, tú, imperativo",mostrar,pokazywać,to show,tu,imperativo,m<em>ue</em>stra,,True,
"mostrar, usted, imperativo",mostrar,pokazywać,to show,ud,imperativo,m<em>ue</em>stre,,True,
"mostrar, ns, imperativo",mostrar,pokazywać,to show,ns,imperativo,mostremos,,False,
"mostrar, vs, imperativo",mostrar,pokazywać,to show,vs,imperativo,mostrad,,False,
"mostrar, ustedes, imperativo",mostrar,pokazywać,to show,uds,imperativo,m<em>ue</em>stren,,True,
"mover, yo, presente",mover,przenosić,to move,yo,presente,m<em>ue</em>vo,,True,
"mover, tú, presente",mover,przenosić,to move,tu,presente,m<em>ue</em>ves,,True,
"mover, él, presente",mover,przenosić,to move,el,presente,m<em>ue</em>ve,,True,
"mover, ns, presente",mover,przenosić,to move,ns,presente,movemos,,False,
"mover, vs, presente",mover,przenosić,to move,vs,presente,movéis,,False,
"mover, ellos, presente",mover,przenosić,to move,ellos,presente,m<em>ue</em>ven,,True,
"mover, yo, pret. indefinido",mover,przenosić,to move,yo,pret_indefinido,moví,,False,
"mover, tú, pret. indefinido",mover,przenosić,to move,tu,pret_indefinido,moviste,,False,
"mover, él, pret. indefinido",mover,przenosić,to move,el,pret_indefinido,movió,,False,
"mover, ns, pret. indefinido",mover,przenosić,to move,ns,pret_indefinido,movimos,,False,
"mover, vs, pret. indefinido",mover,przenosić,to move,vs,pret_indefinido,movisteis,,False,
"mover, ellos, pret. indefinido",mover,przenosić,to move,ellos,pret_indefinido,movieron,,False,
"mover, yo, pret. perfecto",mover,przenosić,to move,yo,pret_perfecto,he movido,,False,
"mover, tú, pret. perfecto",mover,przenosić,to move,tu,pret_perfecto,has movido,,False,
"mover, él, pret. perfecto",mover,przenosić,to move,el,pret_perfecto,ha movido,,False,
"mover, ns, pret. perfecto",mover,przenosić,to move,ns,pret_perfecto,hemos movido,,False,
"mover, vs, pret. perfecto",mover,przenosić,to move,vs,pret_perfecto,habéis movido,,False,
"mover, ellos, pret. perfecto",mover,przenosić,to move,ellos,pret_perfecto,han movido,,False,
"mover, yo, presente progresivo",mover,przenosić,to move,yo,presente_progresivo,estoy moviendo,,False,
"mover, tú, presente progresivo",mover,przenosić,to move,tu,presente_progresivo,estás moviendo,,False,
"mover, él, presente progresivo",mover,przenosić,to move,el,presente_progresivo,está moviendo,,False,
"mover, ns, presente progresivo",mover,przenosić,to move,ns,presente_progresivo,estamos moviendo,,False,
"mover, vs, presente progresivo",mover,przenosić,to move,vs,presente_progresivo,estáis moviendo,,False,
"mover, ellos, presente progresivo",mover,przenosić,to move,ellos,presente_progresivo,están moviendo,,False,
"mover, yo, pretérito imperfecto",mover,przenosić,to move,yo,pret_imperfecto,movía,,False,
"mover, tú, pretérito imperfecto",mover,przenosić,to move,tu,pret_imperfecto,movías,,False,
"mover, él, pretérito imperfecto",mover,przenosić,to move,el,pret_imperfecto,movía,,False,
"mover, ns, pretérito imperfecto",mover,przenosić,to move,ns,pret_imperfecto,movíamos,,False,
"mover, vs, pretérito imperfecto",mover,przenosić,to move,vs,pret_imperfecto,movíais,,False,
"mover, ellos, pretérito imperfecto",mover,przenosić,to move,ellos,pret_imperfecto,movían,,False,
"mover, tú, imperativo",mover,przenosić,to move,tu,imperativo,m<em>ue</em>ve,,True,
"mover, usted, imperativo",mover,przenosić,to move,ud,imperativo,m<em>ue</em>va,,True,
"mover, ns, imperativo",mover,przenosić,to move,ns,imperativo,movamos,,False,
"mover, vs, imperativo",mover,przenosić,to move,vs,imperativo,moved,,False,
"mover, ustedes, imperativo",mover,przenosić,to move,uds,imperativo,m<em>ue</em>van,,True,
"nacer, yo, presente",nacer,urodzić się,to be born,yo,presente,na<em>z</em>co,rodzę,True,
"nacer, tú, presente",nacer,urodzić się,to be born,tu,presente,naces,rodzisz,False,
"nacer, él, presente",nacer,urodzić się,to be born,el,presente,nace,rodzi,False,
"nacer, ns, presente",nacer,urodzić się,to be born,ns,presente,nacemos,rodzimy,False,
"nacer, vs, presente",nacer,urodzić się,to be born,vs,presente,nacéis,rodzicie,False,
"nacer, ellos, presente",nacer,urodzić się,to be born,ellos,presente,nacen,rodzą,False,
"nacer, yo, pret. indefinido",nacer,urodzić się,to be born,yo,pret_indefinido,nací,rodziłem,False,
"nacer, tú, pret. indefinido",nacer,urodzić się,to be born,tu,pret_indefinido,naciste,rodziłeś,False,
"nacer, él, pret. indefinido",nacer,urodzić się,to be born,el,pret_indefinido,nació,rodził,False,
"nacer, ns, pret. indefinido",nacer,urodzić się,to be born,ns,pret_indefinido,nacimos,rodziliśmy,False,
"nacer, vs, pret. indefinido",nacer,urodzić się,to be born,vs,pret_indefinido,nacisteis,rodziliście,False,
"nacer, ellos, pret. indefinido",nacer,urodzić się,to be born,ellos,pret_indefinido,nacieron,rodzili,False,
"nacer, yo, pret. perfecto",nacer,urodzić się,to be born,yo,pret_perfecto,he nacido,,True,
"nacer, tú, pret. perfecto",nacer,urodzić się,to be born,tu,pret_perfecto,has nacido,,True,
"nacer, él, pret. perfecto",nacer,urodzić się,to be born,el,pret_perfecto,ha nacido,,True,
"nacer, ns, pret. perfecto",nacer,urodzić się,to be born,ns,pret_perfecto,hemos nacido,,True,
"nacer, vs, pret. perfecto",nacer,urodzić się,to be born,vs,pret_perfecto,habéis nacido,,True,
"nacer, ellos, pret. perfecto",nacer,urodzić się,to be born,ellos,pret_perfecto,han nacido,,True,
"nacer, yo, presente progresivo",nacer,urodzić się,to be born,yo,presente_progresivo,estoy naciendo,,False,
"nacer, tú, presente progresivo",nacer,urodzić się,to be born,tu,presente_progresivo,estás naciendo,,False,
"nacer, él, presente progresivo",nacer,urodzić się,to be born,el,presente_progresivo,está naciendo,,False,
"nacer, ns, presente progresivo",nacer,urodzić się,to be born,ns,presente_progresivo,estamos naciendo,,False,
"nacer, vs, presente progresivo",nacer,urodzić się,to be born,vs,presente_progresivo,estáis naciendo,,False,
